n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
110,78.6667,4.8650,1.6051,-77.9430,-67.2288
111,79.3333,1.6051,3.7082,-67.2288,-69.5355
112,80.0000,3.7082,3.9199,-69.5355,-82.7731
113,80.6667,3.9199,3.7597,-82.7731,-69.8366
114,81.3333,3.7597,5.0458,-69.8366,-78.9572
115,82.0000,5.0458,3.4950,-78.9572,-79.8698
116,82.6667,3.4950,4.3966,-79.8698,-78.6720
117,83.3333,4.3966,1.6408,-78.6720,-73.1156
118,84.0000,1.6408,2.8769,-73.1156,-78.2119
119,84.6667,2.8769,3.8275,-78.2119,-77.6938
120,85.3333,3.8275,5.3709,-77.6938,-82.2520
121,86.0000,5.3709,2.8018,-82.2520,-75.9750
122,86.6667,2.8018,4.0586,-75.9750,-69.8790
123,87.3333,4.0586,5.7680,-69.8790,-73.8466
124,88.0000,5.7680,5.5730,-73.8466,-76.4234
125,88.6667,5.5730,7.5776,-76.4234,-78.7930
126,89.3333,7.5776,4.1583,-78.7930,-79.8305
127,90.0000,4.1583,2.3356,-79.8305,-77.1763
128,90.6667,2.3356,5.5095,-77.1763,-72.8709
129,91.3333,5.5095,4.9098,-72.8709,-79.8694
130,92.0000,4.9098,3.7182,-79.8694,-76.9850
131,92.6667,3.7182,3.6882,-76.9850,-71.6593
132,93.3333,3.6882,5.1285,-71.6593,-78.1500
133,94.0000,5.1285,6.2013,-78.1500,-87.6145
134,94.6667,6.2013,2.0455,-87.6145,-74.4380
135,95.3333,2.0455,5.6167,-74.4380,-68.1496
136,96.0000,5.6167,5.9712,-68.1496,-82.3690
137,96.6667,5.9712,4.7466,-82.3690,-68.1848
138,97.3333,4.7466,5.5771,-68.1848,-77.7606
139,98.0000,5.5771,5.8723,-77.7606,-86.1482
140,98.6667,5.8723,3.7012,-86.1482,-74.5258
141,99.3333,3.7012,3.4712,-74.5258,-80.9212
142,100.0000,3.4712,5.0544,-80.9212,-73.1690
143,100.6667,5.0544,5.4532,-73.1690,-83.2925
144,101.3333,5.4532,2.7505,-83.2925,-69.3323
145,102.0000,2.7505,3.6664,-69.3323,-77.7527
146,102.6667,3.6664,2.6473,-77.7527,-73.0566
147,103.3333,2.6473,3.0299,-73.0566,-74.8939
148,104.0000,3.0299,3.8674,-74.8939,-74.0677
