t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
94.0678,45.1370,355.6036,145.0321,-525.6360
94.9153,37.3923,410.9133,139.8409,-531.6364
95.7627,53.5163,422.2942,-134.0764,281.9305
96.6102,59.3985,345.3125,-142.4232,58.6993
97.4576,29.0261,84.4187,-5.4772,1268.0185
98.3051,67.0755,236.6836,-0.9416,-670.7362
99.1525,69.1222,242.0959,-0.5606,-785.2517
100.0000,68.0125,217.8247,-15.8253,-616.9274
100.8475,43.1076,490.9770,45.4263,226.2032
101.6949,34.9149,490.4819,37.2792,186.5448
102.5424,60.8548,415.7562,-84.2047,671.2993
103.3898,51.2205,424.7660,117.8620,-874.5858
104.2373,40.6700,59.6390,-17.8592,1144.0053
105.0847,69.5752,228.1975,-4.0831,-654.7551
105.9322,66.0971,434.1456,40.4868,-1058.1803
106.7797,64.5166,465.4750,47.6959,-1070.4491
107.6271,56.2324,286.7358,177.4890,-221.4781
108.4746,41.1398,502.8466,-137.5644,417.1007
109.3220,67.0563,314.1250,-136.7910,186.5971
110.1695,51.6748,563.6364,69.1449,-1305.5465
111.0169,63.3490,212.0455,-29.6471,-570.3286
111.8644,46.2922,473.1879,46.4711,260.5893
112.7119,45.0606,372.7275,21.4013,470.1603
113.5593,68.0676,351.1902,-29.1626,-313.3853
114.4068,56.1925,452.8997,100.2447,-958.1091
115.2542,50.5420,77.0238,-34.6687,1045.8937
116.1017,72.7325,154.2692,-20.0589,-547.3440
116.9492,71.5278,291.8864,-16.4860,-628.9984
117.7966,28.4365,47.7186,6.1637,1224.6293
118.6441,68.0419,345.8984,-23.9368,-22.1289
119.4915,48.4736,363.9038,-156.7208,61.3122
120.3390,25.9784,111.9152,-17.1252,1221.8380
121.1864,66.7233,308.3932,-25.3450,-383.5851
122.0339,64.2592,350.1389,14.0249,-915.6318
122.8814,69.2194,231.8528,-6.1146,-687.4260
123.7288,68.5346,190.1180,-33.2066,-363.7091
124.5763,70.7390,317.2883,-26.7017,-531.4077
125.4237,55.5983,361.3747,-84.9799,812.2719
126.2712,70.2943,335.9918,-65.6709,759.5128
