t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
52.9851,4.1991,-348.7424,71.3812,469.6917
53.7313,3.7913,-369.0558,69.3751,510.6763
54.4776,3.7756,-329.6267,78.4227,457.5035
55.2239,4.8312,-359.6212,70.9887,519.8177
55.9701,4.2765,-344.3874,75.4209,479.0349
56.7164,5.9885,-354.7092,74.5405,480.6198
57.4627,5.6160,-379.4514,67.2174,539.5632
58.2090,4.4876,-339.1398,75.5174,471.9455
58.9552,4.0705,-343.6098,71.4183,485.5952
59.7015,4.5449,-340.2148,74.6244,479.0861
60.4478,4.2186,-350.7120,71.2625,500.8026
61.1940,3.0727,-328.7812,74.5698,470.1898
61.9403,4.2965,-344.5921,72.3802,466.3947
62.6866,5.8564,-353.5081,71.2274,499.1260
63.4328,4.1083,-337.2678,74.8005,439.5480
64.1791,6.6426,-357.5092,67.5008,524.9084
64.9254,4.7078,-374.3341,66.1173,541.3812
65.6716,4.1819,-336.5714,75.3832,467.8016
66.4179,2.8969,-347.4115,69.0139,515.2811
67.1642,2.7880,-331.6797,76.2075,439.1674
67.9104,2.1584,-330.5328,74.9571,459.0638
68.6567,1.7072,-321.0502,79.8458,412.9861
69.4030,2.5530,-331.0610,76.1371,427.8799
70.1493,2.3006,-337.3456,75.3254,443.5658
70.8955,1.2788,-321.6529,79.3447,424.3464
71.6418,2.9197,-336.2440,77.0507,421.7325
72.3881,4.2789,-343.8431,76.0437,452.7604
73.1343,3.8179,-351.7118,72.9834,479.6300
73.8806,4.9087,-348.3652,76.6697,454.1579
74.6269,4.8755,-374.4164,71.3301,517.7890
75.3731,1.8475,-335.6321,76.7886,456.6684
76.1194,0.5910,-300.0848,76.5660,482.0873
76.8657,5.9778,-392.8691,59.5443,562.8849
77.6119,1.6748,-316.3143,77.9833,440.4604
78.3582,6.3612,-351.9129,76.1376,446.8959
79.1045,6.5715,-401.4247,62.6968,596.4547
79.8507,5.3961,-333.8893,74.3413,485.1267
80.5970,5.5013,-367.9823,66.4448,546.6465
81.3433,6.1121,-349.0683,76.4347,453.0091
82.0896,6.0616,-390.3537,65.9456,561.5403
82.8358,5.6325,-334.2259,75.9184,459.6241
83.5821,4.5470,-362.2005,68.2646,535.3494
84.3284,4.6424,-332.3825,76.1484,454.8842
85.0746,4.1365,-361.6244,70.2234,508.7240
85.8209,2.5969,-331.5226,76.9518,443.6823
86.5672,3.5452,-328.6428,77.4148,441.9444
87.3134,3.4491,-343.1504,75.3262,476.1720
88.0597,2.6648,-333.3365,75.9339,449.1849
88.8060,3.0887,-338.8571,78.4470,430.1224
89.5522,3.6124,-331.5319,77.4425,456.2764
90.2985,4.8283,-354.6783,72.4104,481.9411
91.0448,4.7854,-370.4752,71.4962,507.0393
91.7910,4.4639,-351.2749,74.2678,450.2983
92.5373,4.3365,-365.2326,71.4381,485.4627
93.2836,2.6531,-335.2927,77.6042,448.9092
94.0299,2.6763,-335.1379,78.1621,425.4970
94.7761,2.6998,-344.1297,78.1010,435.4538
95.5224,4.5530,-340.6007,78.9779,431.6705
96.2687,3.1605,-359.3324,71.0017,499.7736
