t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
41.5385,-23.1768,-407.0704,92.1755,-236.4444
42.3077,-22.3857,-360.1274,49.1967,490.1016
43.0769,-19.5306,-312.9396,52.8459,230.7428
43.8462,-26.7748,-356.3800,101.4412,-250.8707
44.6154,-25.7615,-388.6582,93.9471,-215.1343
45.3846,-23.2268,-385.3694,86.1172,-167.8355
46.1538,-22.1252,-369.9916,79.6198,-91.0370
46.9231,-23.7279,-387.2983,90.3050,-173.3670
47.6923,-22.8940,-387.7449,83.9339,-153.3147
48.4615,-22.8376,-357.7410,81.0007,-72.5920
49.2308,-25.4809,-393.4603,102.5682,-218.9023
50.0000,-22.6666,-402.6782,89.7350,-216.5109
50.7692,-22.4560,-417.0868,35.2456,607.2568
51.5385,-17.9423,-565.3874,-36.3507,942.8553
52.3077,-28.3552,-420.6937,11.1555,669.1779
53.0769,-17.4515,-330.6216,62.5289,11.3535
53.8462,-25.9716,-355.7829,101.8332,-162.8640
54.6154,-24.5049,-404.2204,96.3413,-285.2245
55.3846,-22.2888,-348.7405,50.6311,426.7348
56.1538,-16.3913,-327.5746,60.8492,127.8134
56.9231,-26.3154,-355.9342,104.1452,-155.0944
57.6923,-23.7418,-388.9468,98.7862,-197.9648
58.4615,-23.1221,-382.8332,83.2134,-141.5862
59.2308,-23.0526,-393.1429,88.9874,-172.9313
60.0000,-21.5055,-364.1279,81.8260,-48.4873
60.7692,-24.8939,-383.1021,99.0541,-190.1712
61.5385,-24.2171,-397.9472,93.5623,-221.3374
62.3077,-21.3727,-354.1145,71.7650,93.3707
63.0769,-24.0568,-388.4695,112.0487,-203.8662
63.8462,-24.3610,-398.9888,95.3732,-268.6705
64.6154,-23.7460,-351.8943,47.7971,463.5843
65.3846,-20.9268,-329.6614,46.3805,306.9485
66.1538,-25.9962,-349.7531,97.5589,-208.7683
66.9231,-25.4645,-375.3723,92.7565,-180.9040
67.6923,-24.6302,-398.6868,90.3782,-236.1773
68.4615,-21.9702,-337.7551,69.7660,155.9830
69.2308,-24.8634,-380.1352,103.8136,-225.2509
70.0000,-24.7127,-383.3467,88.3996,-193.0011
70.7692,-23.2351,-367.8751,79.9654,-93.0448
71.5385,-26.1500,-393.3411,91.9028,-226.1627
72.3077,-24.0820,-384.8891,81.6473,-117.9004
73.0769,-25.0952,-391.0006,90.3485,-202.4405
73.8462,-24.0707,-384.3437,83.4769,-146.7132
74.6154,-25.0407,-382.2707,90.5580,-177.8006
75.3846,-24.7341,-391.5533,93.8185,-231.1614
76.1538,-21.7802,-364.6740,78.6778,-42.7073
76.9231,-25.5903,-383.6242,97.1550,-203.4662
77.6923,-25.2502,-395.7597,93.1755,-218.1075
78.4615,-23.2894,-371.4154,87.6664,-128.1131
79.2308,-22.7080,-394.2424,94.7265,-215.7081
80.0000,-21.6079,-350.8795,76.9377,22.0159
80.7692,-23.7273,-387.8197,104.6143,-217.0350
81.5385,-21.4732,-384.5175,89.9603,-161.5726
82.3077,-21.5592,-344.1977,75.4599,50.4382
83.0769,-23.9674,-343.9587,110.4200,-112.4292
83.8462,-20.6674,-370.4049,86.3163,-148.6367
84.6154,-23.4344,-356.1677,81.2269,-51.6129
85.3846,-22.8707,-338.1044,114.3619,-112.0858
86.1538,-19.0816,-346.2157,76.1661,-68.6109
86.9231,-25.5350,-327.9705,101.7567,-88.9937
87.6923,-22.5472,-382.8238,89.6076,-225.1646
88.4615,-23.1627,-344.7386,72.4130,106.1714
89.2308,-24.1161,-376.9643,109.2372,-208.8301
90.0000,-23.6610,-390.9981,90.7990,-211.5134
90.7692,-21.0883,-335.7933,67.7812,209.4412
91.5385,-23.0717,-362.5324,91.7118,-216.3765
92.3077,-24.9830,-322.6763,73.1205,104.9450
93.0769,-24.7978,-374.4183,102.0629,-216.2005
93.8462,-25.1958,-383.0776,88.2550,-194.0405
94.6154,-23.3224,-378.4122,81.8969,-109.1488
95.3846,-25.3868,-393.2670,91.7404,-191.9258
96.1538,-22.4913,-379.4379,78.6390,-107.8918
96.9231,-25.8029,-384.7003,97.4188,-210.9108
97.6923,-25.7757,-396.4154,93.1113,-211.8741
98.4615,-23.3530,-365.3788,80.9690,-64.6880
99.2308,-26.1157,-395.7098,102.2589,-250.0835
100.0000,-24.8693,-397.4551,91.1135,-174.5522
100.7692,-22.2835,-380.8482,84.4149,-136.3764
101.5385,-24.0985,-399.7752,89.9991,-195.3107
102.3077,-20.9670,-357.8428,77.3288,16.7016
103.0769,-26.0683,-397.2658,108.3267,-242.1208
