stem,x_param,theta1_deg,omega1_deg_s
3.2V_1.17Hz,1.1700,3.3469,511.3862
3.2V_1.17Hz,1.1700,2.6654,639.0354
3.2V_1.17Hz,1.1700,-5.1060,339.6543
3.2V_1.17Hz,1.1700,-14.1252,471.0701
3.2V_1.17Hz,1.1700,2.5824,416.0610
3.2V_1.17Hz,1.1700,4.8789,435.4491
3.2V_1.17Hz,1.1700,6.0313,616.5614
3.2V_1.17Hz,1.1700,-16.4609,607.5083
3.2V_1.17Hz,1.1700,-2.3992,345.1554
3.2V_1.17Hz,1.1700,-4.2752,418.2121
3.2V_1.17Hz,1.1700,-24.2518,398.4832
3.2V_1.17Hz,1.1700,-32.0636,138.5497
3.2V_1.17Hz,1.1700,-13.6419,280.7062
3.2V_1.17Hz,1.1700,-14.6746,470.8105
3.2V_1.17Hz,1.1700,2.2763,504.7722
3.2V_1.17Hz,1.1700,-4.9604,427.8313
3.2V_1.17Hz,1.1700,-4.4583,467.1391
3.2V_1.17Hz,1.1700,-21.1610,408.0688
3.2V_1.17Hz,1.1700,-21.4226,639.8783
3.2V_1.17Hz,1.1700,-2.1296,424.0712
3.2V_1.17Hz,1.1700,-31.9646,423.2619
3.2V_1.17Hz,1.1700,-9.5176,554.0788
3.2V_1.17Hz,1.1700,-24.1597,494.6565
3.2V_1.17Hz,1.1700,-2.8741,439.2759
3.2V_1.17Hz,1.1700,-4.2609,346.7455
3.2V_1.17Hz,1.1700,-33.7623,404.1659
3.2V_1.17Hz,1.1700,-14.0221,435.1305
3.2V_1.17Hz,1.1700,4.0148,456.8776
3.2V_1.17Hz,1.1700,5.4659,420.7806
3.2V_1.17Hz,1.1700,-4.7339,429.7120
3.2V_1.17Hz,1.1700,-6.3613,493.0378
3.2V_1.17Hz,1.1700,-32.2881,407.0334
3.2V_1.17Hz,1.1700,-10.2790,429.3916
3.2V_1.17Hz,1.1700,-3.2951,407.3249
3.2V_1.17Hz,1.1700,-36.4492,406.0010
3.2V_1.17Hz,1.1700,-31.9085,379.6893
3.2V_1.17Hz,1.1700,-9.6878,459.3666
3.2V_1.17Hz,1.1700,-16.1348,641.3099
3.2V_1.17Hz,1.1700,-2.4379,356.7210
3.2V_1.17Hz,1.1700,-1.4985,410.5937
3.2V_1.17Hz,1.1700,-19.3447,609.1130
3.2V_1.17Hz,1.1700,-11.2023,332.7992
3.2V_1.17Hz,1.1700,-10.9302,454.5751
3.2V_1.17Hz,1.1700,-6.0835,622.0405
3.2V_1.17Hz,1.1700,-14.6693,355.6928
3.2V_1.17Hz,1.1700,-33.9432,400.9116
3.2V_1.17Hz,1.1700,-17.3327,392.6520
3.2V_1.17Hz,1.1700,-37.0118,385.1353
3.2V_1.17Hz,1.1700,-25.1829,356.2149
3.2V_1.17Hz,1.1700,-26.4989,385.9961
3.2V_1.17Hz,1.1700,-32.3060,392.8810
3.2V_1.17Hz,1.1700,-29.9323,375.2897
3.2V_1.17Hz,1.1700,-27.9458,383.8681
3.2V_1.17Hz,1.1700,-30.9698,391.9402
3.2V_1.17Hz,1.1700,-30.0066,389.8153
3.2V_1.17Hz,1.1700,-32.9022,384.0432
3.2V_1.17Hz,1.1700,-14.6011,333.4978
3.2V_1.17Hz,1.1700,-8.3412,533.6231
3.2V_1.17Hz,1.1700,-9.9496,517.1247
3.2V_1.17Hz,1.1700,0.4902,456.3625
3.2V_1.17Hz,1.1700,2.7180,375.8139
3.2V_1.17Hz,1.1700,1.1688,464.1955
3.2V_1.17Hz,1.1700,-0.0910,357.7231
3.2V_1.17Hz,1.1700,1.2586,402.0305
3.2V_1.17Hz,1.1700,-13.1428,438.7311
3.2V_1.17Hz,1.1700,-28.2011,396.4133
3.2V_1.17Hz,1.1700,13.3635,375.3462
3.2V_1.17Hz,1.1700,-27.6631,454.7592
3.2V_1.17Hz,1.1700,0.2005,389.3720
3.2V_1.17Hz,1.1700,-7.2169,470.1007
3.2V_1.17Hz,1.1700,-5.0456,597.9716
3.2V_1.18Hz,1.1800,33.7982,386.7391
3.2V_1.18Hz,1.1800,37.0873,434.3377
3.2V_1.18Hz,1.1800,28.5307,141.2165
3.2V_1.18Hz,1.1800,66.4076,228.1622
3.2V_1.18Hz,1.1800,57.1819,176.6767
3.2V_1.18Hz,1.1800,64.4066,198.6627
3.2V_1.18Hz,1.1800,69.4650,298.1898
3.2V_1.18Hz,1.1800,57.0097,239.3058
3.2V_1.18Hz,1.1800,71.1568,340.6665
3.2V_1.18Hz,1.1800,44.9492,363.2569
3.2V_1.18Hz,1.1800,29.6446,111.3795
3.2V_1.18Hz,1.1800,66.4663,205.7771
3.2V_1.18Hz,1.1800,61.1338,169.7932
3.2V_1.18Hz,1.1800,68.9523,278.2286
3.2V_1.18Hz,1.1800,59.0617,275.6423
3.2V_1.18Hz,1.1800,72.8061,334.3562
3.2V_1.18Hz,1.1800,59.4005,448.5298
3.2V_1.18Hz,1.1800,38.9430,-9.5283
3.2V_1.18Hz,1.1800,48.0370,358.3746
3.2V_1.18Hz,1.1800,67.9030,338.9095
3.2V_1.18Hz,1.1800,40.1249,350.4003
3.2V_1.18Hz,1.1800,34.8706,435.4519
3.2V_1.18Hz,1.1800,31.0110,460.5114
3.2V_1.18Hz,1.1800,55.3925,324.2683
3.2V_1.18Hz,1.1800,67.2947,304.5876
3.2V_1.18Hz,1.1800,68.9237,405.4309
3.2V_1.18Hz,1.1800,44.3262,511.9490
3.2V_1.18Hz,1.1800,50.7256,322.7752
3.2V_1.18Hz,1.1800,47.7928,380.1071
3.2V_1.18Hz,1.1800,23.4752,84.2325
3.2V_1.18Hz,1.1800,54.8798,337.0851
3.2V_1.18Hz,1.1800,57.0509,374.5168
3.2V_1.18Hz,1.1800,37.9744,503.1949
3.2V_1.18Hz,1.1800,44.2417,419.8021
3.2V_1.18Hz,1.1800,52.8289,334.8169
3.2V_1.18Hz,1.1800,73.7078,343.0898
3.2V_1.18Hz,1.1800,51.0619,387.9571
3.2V_1.18Hz,1.1800,45.6982,367.9774
3.2V_1.18Hz,1.1800,57.3829,322.4108
3.2V_1.18Hz,1.1800,26.2952,471.8862
3.2V_1.18Hz,1.1800,44.1261,359.1194
3.2V_1.18Hz,1.1800,48.0369,381.1811
3.2V_1.18Hz,1.1800,68.2171,355.2601
3.2V_1.18Hz,1.1800,37.3944,377.7559
3.2V_1.18Hz,1.1800,33.7497,437.4611
3.2V_1.18Hz,1.1800,43.1598,103.7702
3.2V_1.18Hz,1.1800,70.9167,203.9104
3.2V_1.18Hz,1.1800,69.4277,400.1137
3.2V_1.18Hz,1.1800,57.7126,461.2103
3.2V_1.18Hz,1.1800,58.3978,375.9388
3.2V_1.18Hz,1.1800,29.6660,177.3422
3.2V_1.18Hz,1.1800,69.8570,330.6063
3.2V_1.18Hz,1.1800,61.3557,399.0208
3.2V_1.18Hz,1.1800,67.9431,334.9369
3.2V_1.18Hz,1.1800,70.4868,377.7478
3.2V_1.18Hz,1.1800,57.0238,335.9563
3.2V_1.18Hz,1.1800,33.4142,434.1850
3.2V_1.18Hz,1.1800,39.0423,374.5765
3.2V_1.18Hz,1.1800,35.0301,392.3206
3.2V_1.18Hz,1.1800,34.2035,398.5653
3.2V_1.18Hz,1.1800,30.9957,416.8469
3.2V_1.18Hz,1.1800,35.6276,442.0306
3.2V_1.18Hz,1.1800,40.3406,358.4832
3.2V_1.18Hz,1.1800,69.0198,195.2070
3.2V_1.18Hz,1.1800,57.2026,214.8550
3.2V_1.18Hz,1.1800,69.2614,321.8325
3.2V_1.18Hz,1.1800,50.4128,357.4517
3.2V_1.18Hz,1.1800,48.5199,323.0254
3.2V_1.18Hz,1.1800,70.0974,335.3166
3.2V_1.18Hz,1.1800,53.8327,526.3706
3.2V_1.18Hz,1.1800,54.2351,288.4403
3.2V_1.18Hz,1.1800,53.0185,182.0868
3.2V_1.18Hz,1.1800,19.1052,497.3920
3.2V_1.18Hz,1.1800,27.4613,433.9377
3.2V_1.18Hz,1.1800,41.0746,285.9002
3.2V_1.18Hz,1.1800,69.9342,215.4594
3.2V_1.18Hz,1.1800,66.6042,464.8194
3.2V_1.18Hz,1.1800,52.4439,328.0227
3.2V_1.18Hz,1.1800,46.3879,331.8089
3.2V_1.18Hz,1.1800,30.6337,443.6289
3.2V_1.18Hz,1.1800,39.4768,405.9052
3.2V_1.18Hz,1.1800,44.2927,397.5599
3.2V_1.18Hz,1.1800,40.9492,410.5143
3.2V_1.18Hz,1.1800,62.4401,450.8210
3.2V_1.18Hz,1.1800,45.2686,571.0004
3.2V_1.18Hz,1.1800,62.3404,192.8260
3.2V_1.18Hz,1.1800,72.0789,325.2988
3.2V_1.18Hz,1.1800,51.0914,364.4223
3.2V_1.18Hz,1.1800,57.5321,301.3605
3.2V_1.18Hz,1.1800,70.9833,296.9384
3.2V_1.18Hz,1.1800,69.1949,265.1488
3.2V_1.18Hz,1.1800,68.3969,228.7156
3.2V_1.18Hz,1.1800,70.6165,353.4946
3.2V_1.18Hz,1.1800,49.4608,281.3820
3.2V_1.18Hz,1.1800,68.6196,239.0102
3.2V_1.18Hz,1.1800,58.8578,235.6410
3.2V_1.18Hz,1.1800,67.0403,315.3364
3.2V_1.18Hz,1.1800,55.8264,409.4700
3.2V_1.18Hz,1.1800,49.8369,348.4560
3.2V_1.18Hz,1.1800,26.2355,547.0020
3.2V_1.18Hz,1.1800,35.3723,613.1676
3.2V_1.18Hz,1.1800,67.4015,183.1808
3.2V_1.18Hz,1.1800,49.9674,351.0217
3.2V_1.18Hz,1.1800,65.3112,472.1716
3.2V_1.18Hz,1.1800,52.2665,333.3514
3.2V_1.18Hz,1.1800,45.1370,355.6036
3.2V_1.18Hz,1.1800,37.3923,410.9133
3.2V_1.18Hz,1.1800,53.5163,422.2942
3.2V_1.18Hz,1.1800,59.3985,345.3125
3.2V_1.18Hz,1.1800,29.0261,84.4187
3.2V_1.18Hz,1.1800,67.0755,236.6836
3.2V_1.18Hz,1.1800,69.1222,242.0959
3.2V_1.18Hz,1.1800,68.0125,217.8247
3.2V_1.18Hz,1.1800,43.1076,490.9770
3.2V_1.18Hz,1.1800,34.9149,490.4819
3.2V_1.18Hz,1.1800,60.8548,415.7562
3.2V_1.18Hz,1.1800,51.2205,424.7660
3.2V_1.18Hz,1.1800,40.6700,59.6390
3.2V_1.18Hz,1.1800,69.5752,228.1975
3.2V_1.18Hz,1.1800,66.0971,434.1456
3.2V_1.18Hz,1.1800,64.5166,465.4750
3.2V_1.18Hz,1.1800,56.2324,286.7358
3.2V_1.18Hz,1.1800,41.1398,502.8466
3.2V_1.18Hz,1.1800,67.0563,314.1250
3.2V_1.18Hz,1.1800,51.6748,563.6364
3.2V_1.18Hz,1.1800,63.3490,212.0455
3.2V_1.18Hz,1.1800,46.2922,473.1879
3.2V_1.18Hz,1.1800,45.0606,372.7275
3.2V_1.18Hz,1.1800,68.0676,351.1902
3.2V_1.18Hz,1.1800,56.1925,452.8997
3.2V_1.18Hz,1.1800,50.5420,77.0238
3.2V_1.18Hz,1.1800,72.7325,154.2692
3.2V_1.18Hz,1.1800,71.5278,291.8864
3.2V_1.18Hz,1.1800,28.4365,47.7186
3.2V_1.18Hz,1.1800,68.0419,345.8984
3.2V_1.18Hz,1.1800,48.4736,363.9038
3.2V_1.18Hz,1.1800,25.9784,111.9152
3.2V_1.18Hz,1.1800,66.7233,308.3932
3.2V_1.18Hz,1.1800,64.2592,350.1389
3.2V_1.18Hz,1.1800,69.2194,231.8528
3.2V_1.18Hz,1.1800,68.5346,190.1180
3.2V_1.18Hz,1.1800,70.7390,317.2883
3.2V_1.18Hz,1.1800,55.5983,361.3747
3.2V_1.18Hz,1.1800,70.2943,335.9918
3.2V_1.19Hz,1.1900,25.9839,147.0067
3.2V_1.19Hz,1.1900,65.0670,37.8156
3.2V_1.19Hz,1.1900,66.5060,29.7947
3.2V_1.19Hz,1.1900,46.8361,-126.7532
3.2V_1.19Hz,1.1900,62.7224,144.6394
3.2V_1.19Hz,1.1900,56.6881,278.4401
3.2V_1.19Hz,1.1900,70.7370,58.1319
3.2V_1.19Hz,1.1900,74.1590,-9.5673
3.2V_1.19Hz,1.1900,66.2810,17.3102
3.2V_1.19Hz,1.1900,26.7820,116.3772
3.2V_1.19Hz,1.1900,71.5620,21.6832
3.2V_1.19Hz,1.1900,62.6060,6.4315
3.2V_1.19Hz,1.1900,28.5671,156.7446
3.2V_1.19Hz,1.1900,63.1945,-61.1726
3.2V_1.19Hz,1.1900,74.3380,53.3645
3.2V_1.19Hz,1.1900,65.2740,6.4098
3.2V_1.19Hz,1.1900,26.8161,154.0041
3.2V_1.19Hz,1.1900,64.1760,23.3608
3.2V_1.19Hz,1.1900,72.0060,192.8468
3.2V_1.19Hz,1.1900,68.3982,-75.4668
3.2V_1.19Hz,1.1900,63.5915,-254.0311
3.2V_1.19Hz,1.1900,69.7889,27.8251
3.2V_1.19Hz,1.1900,62.1250,-5.3782
3.2V_1.19Hz,1.1900,65.5950,20.7712
3.2V_1.19Hz,1.1900,53.2250,-284.4133
3.2V_1.19Hz,1.1900,74.8000,-49.9909
3.2V_1.19Hz,1.1900,62.9110,-47.9824
3.2V_1.19Hz,1.1900,62.7774,-53.6867
3.2V_1.19Hz,1.1900,67.6430,-52.1092
3.2V_1.19Hz,1.1900,72.3120,-82.8666
3.2V_1.19Hz,1.1900,79.0320,-15.4789
3.2V_1.19Hz,1.1900,71.0904,-77.6157
3.2V_1.19Hz,1.1900,74.1146,-74.1631
3.2V_1.19Hz,1.1900,68.5777,-102.3764
3.2V_1.19Hz,1.1900,67.8230,-74.5704
3.2V_1.19Hz,1.1900,65.4490,-12.6929
3.2V_1.19Hz,1.1900,81.8030,12.7888
3.2V_1.19Hz,1.1900,66.1468,256.2028
3.2V_1.19Hz,1.1900,58.8585,105.3234
3.2V_1.19Hz,1.1900,43.4953,-263.7132
3.2V_1.19Hz,1.1900,85.2140,15.1989
3.2V_1.19Hz,1.1900,75.7200,16.5654
3.2V_1.19Hz,1.1900,83.4120,27.2078
3.2V_1.19Hz,1.1900,76.1920,1.8437
3.2V_1.19Hz,1.1900,29.8751,176.1204
3.2V_1.19Hz,1.1900,64.7230,-81.6493
3.2V_1.19Hz,1.1900,69.7070,20.5856
3.2V_1.19Hz,1.1900,66.0220,-0.8084
3.2V_1.19Hz,1.1900,68.0700,-86.0866
3.2V_1.19Hz,1.1900,65.2270,71.1384
3.2V_1.19Hz,1.1900,68.2870,-31.0498
3.2V_1.19Hz,1.1900,69.3210,14.0423
3.2V_1.19Hz,1.1900,63.3102,51.8025
3.2V_1.19Hz,1.1900,51.0669,-212.9436
3.2V_1.19Hz,1.1900,68.5712,-78.3009
3.2V_1.19Hz,1.1900,45.1826,317.6139
3.2V_1.19Hz,1.1900,70.6632,138.2322
3.2V_1.19Hz,1.1900,35.1020,-22.7844
3.2V_1.19Hz,1.1900,65.0520,16.0114
3.2V_1.19Hz,1.1900,66.8320,-12.4748
3.2V_1.19Hz,1.1900,67.9080,-7.5447
3.2V_1.19Hz,1.1900,66.4330,-40.7533
3.2V_1.19Hz,1.1900,67.9202,-37.4307
3.2V_1.19Hz,1.1900,82.7730,-14.7775
3.2V_1.19Hz,1.1900,68.1665,269.3686
3.2V_1.19Hz,1.1900,67.0500,-154.7692
3.2V_1.19Hz,1.1900,54.6240,234.4998
3.2V_1.19Hz,1.1900,61.4500,-12.7023
3.2V_1.19Hz,1.1900,70.0130,-16.2427
3.2V_1.19Hz,1.1900,74.6660,-70.0925
3.2V_1.19Hz,1.1900,77.3636,-88.4882
3.2V_1.19Hz,1.1900,76.0185,-94.7465
3.2V_1.19Hz,1.1900,73.3460,-54.0763
3.2V_1.19Hz,1.1900,82.2190,-33.6045
3.2V_1.19Hz,1.1900,73.1090,84.0803
3.2V_1.19Hz,1.1900,36.9450,4.8736
3.2V_1.19Hz,1.1900,80.1860,-13.2238
3.2V_1.19Hz,1.1900,70.0851,223.2856
3.2V_1.19Hz,1.1900,71.1684,119.7539
3.2V_1.19Hz,1.1900,61.0396,323.2748
3.2V_1.19Hz,1.1900,56.5955,235.3075
3.2V_1.19Hz,1.1900,60.4290,95.4598
3.2V_1.19Hz,1.1900,45.0804,-262.8013
3.2V_1.19Hz,1.1900,85.5670,20.3837
3.2V_1.19Hz,1.1900,62.7599,210.0712
3.2V_1.19Hz,1.1900,57.5747,195.6667
3.2V_1.19Hz,1.1900,60.0780,91.3746
3.2V_1.19Hz,1.1900,31.6981,76.0554
3.2V_1.19Hz,1.1900,75.8220,13.2257
3.2V_1.19Hz,1.1900,61.2390,-22.9838
3.2V_1.19Hz,1.1900,70.8540,30.0302
3.2V_1.19Hz,1.1900,31.2360,-42.2396
3.2V_1.19Hz,1.1900,75.7831,-76.3965
3.2V_1.19Hz,1.1900,66.4927,63.9764
3.2V_1.19Hz,1.1900,50.8610,-244.8239
3.2V_1.19Hz,1.1900,48.1318,272.0984
3.2V_1.19Hz,1.1900,64.5598,203.0922
3.2V_1.19Hz,1.1900,35.1686,16.6307
3.2V_1.19Hz,1.1900,70.1230,36.1888
3.2V_1.19Hz,1.1900,70.9983,193.7350
3.2V_1.19Hz,1.1900,49.1588,-292.9958
3.2V_1.19Hz,1.1900,81.0860,40.3679
3.2V_1.19Hz,1.1900,60.8190,60.7732
3.2V_1.19Hz,1.1900,53.9965,-150.9890
3.2V_1.19Hz,1.1900,65.7780,48.0105
3.2V_1.19Hz,1.1900,64.1870,89.4976
3.2V_1.19Hz,1.1900,83.3710,-4.7519
3.2V_1.19Hz,1.1900,80.7158,181.6331
3.2V_1.19Hz,1.1900,71.9980,155.8233
3.2V_1.19Hz,1.1900,76.5510,-46.1907
3.2V_1.19Hz,1.1900,65.7130,20.8665
3.2V_1.19Hz,1.1900,28.3150,7.4125
3.2V_1.19Hz,1.1900,69.6097,-56.8919
3.2V_1.19Hz,1.1900,66.4943,-35.7973
3.2V_1.19Hz,1.1900,78.2950,-57.1637
3.2V_1.19Hz,1.1900,80.0650,76.9245
3.2V_1.19Hz,1.1900,55.5818,-221.4216
3.2V_1.19Hz,1.1900,63.6450,-8.4379
3.2V_1.19Hz,1.1900,78.4610,-54.2740
3.2V_1.19Hz,1.1900,72.9670,96.5483
3.2V_1.19Hz,1.1900,44.1384,-126.2783
3.2V_1.19Hz,1.1900,84.8322,68.6310
3.2V_1.19Hz,1.1900,64.6690,31.1558
3.2V_1.19Hz,1.1900,27.7127,77.7659
3.2V_1.19Hz,1.1900,72.2080,5.8207
3.2V_1.19Hz,1.1900,66.2560,-17.4500
3.2V_1.19Hz,1.1900,70.1949,-94.6729
3.2V_1.19Hz,1.1900,74.9780,-93.0185
3.2V_1.19Hz,1.1900,71.7967,-104.3089
3.2V_1.19Hz,1.1900,44.5569,356.6396
3.2V_1.19Hz,1.1900,61.1310,-51.8190
3.2V_1.19Hz,1.1900,70.3320,-28.0038
3.2V_1.19Hz,1.1900,70.6005,-77.9754
3.2V_1.19Hz,1.1900,71.9536,-109.2594
3.2V_1.19Hz,1.1900,83.0140,-40.7483
3.2V_1.19Hz,1.1900,86.6770,28.6764
3.2V_1.19Hz,1.1900,65.9760,-37.0068
3.2V_1.19Hz,1.1900,72.7542,24.9630
3.2V_1.19Hz,1.1900,67.6690,9.7215
3.2V_1.19Hz,1.1900,75.9368,-172.4963
3.2V_1.19Hz,1.1900,84.5670,6.0849
3.2V_1.19Hz,1.1900,74.8617,132.4516
3.2V_1.19Hz,1.1900,71.9951,219.2264
3.2V_1.19Hz,1.1900,67.5430,48.3028
3.2V_1.19Hz,1.1900,35.3975,-255.6987
3.2V_1.19Hz,1.1900,72.3310,-63.4839
3.2V_1.19Hz,1.1900,67.2615,-57.3781
3.2V_1.19Hz,1.1900,85.4880,16.1686
3.2V_1.19Hz,1.1900,69.2578,81.2673
3.2V_1.19Hz,1.1900,62.1500,-31.6951
3.2V_1.20Hz,1.2000,57.8915,-254.0541
3.2V_1.20Hz,1.2000,65.2230,-54.0880
3.2V_1.20Hz,1.2000,66.9200,-4.7679
3.2V_1.20Hz,1.2000,58.8140,-23.0439
3.2V_1.20Hz,1.2000,69.1780,-31.2947
3.2V_1.20Hz,1.2000,65.3380,21.1822
3.2V_1.20Hz,1.2000,67.5060,-1.2283
3.2V_1.20Hz,1.2000,59.6593,94.4534
3.2V_1.20Hz,1.2000,79.2960,32.4277
3.2V_1.20Hz,1.2000,70.1140,36.7789
3.2V_1.20Hz,1.2000,76.9511,203.7153
3.2V_1.20Hz,1.2000,44.7990,-311.2407
3.2V_1.20Hz,1.2000,81.2590,33.1068
3.2V_1.20Hz,1.2000,50.5736,-276.0645
3.2V_1.20Hz,1.2000,73.4703,-49.6702
3.2V_1.20Hz,1.2000,68.8350,-113.7943
3.2V_1.20Hz,1.2000,81.9170,11.9768
3.2V_1.20Hz,1.2000,69.1503,73.6337
3.2V_1.20Hz,1.2000,68.4580,1.2583
3.2V_1.20Hz,1.2000,30.4698,110.1092
3.2V_1.20Hz,1.2000,79.5370,21.7515
3.2V_1.20Hz,1.2000,50.1503,-253.4250
3.2V_1.20Hz,1.2000,70.2890,-77.5879
3.2V_1.20Hz,1.2000,75.8210,2.4002
3.2V_1.20Hz,1.2000,28.7694,80.0905
3.2V_1.20Hz,1.2000,78.5400,15.2856
3.2V_1.20Hz,1.2000,66.9543,57.4361
3.2V_1.20Hz,1.2000,64.5665,-60.4908
3.2V_1.20Hz,1.2000,62.7662,-230.9576
3.2V_1.20Hz,1.2000,43.5758,329.8066
3.2V_1.20Hz,1.2000,66.0813,262.6550
3.2V_1.20Hz,1.2000,77.8880,20.7307
3.2V_1.20Hz,1.2000,66.9025,-83.7325
3.2V_1.20Hz,1.2000,59.0189,-243.9025
3.2V_1.20Hz,1.2000,62.0240,-6.0984
3.2V_1.20Hz,1.2000,64.7990,-84.8137
3.2V_1.20Hz,1.2000,70.4040,25.5278
3.2V_1.20Hz,1.2000,61.5242,105.5410
3.2V_1.20Hz,1.2000,70.3160,9.0118
3.2V_1.20Hz,1.2000,30.4760,21.9703
3.2V_1.20Hz,1.2000,71.1060,-95.7899
3.2V_1.20Hz,1.2000,68.1710,-45.0894
3.2V_1.20Hz,1.2000,80.5290,-50.9706
3.2V_1.20Hz,1.2000,57.8822,271.1338
3.2V_1.20Hz,1.2000,59.9292,86.1757
3.2V_1.20Hz,1.2000,68.1990,34.9960
3.2V_1.20Hz,1.2000,54.8788,-205.1888
3.2V_1.20Hz,1.2000,59.8269,209.6670
3.2V_1.20Hz,1.2000,59.6590,71.5013
3.2V_1.20Hz,1.2000,68.1690,40.6271
3.2V_1.20Hz,1.2000,50.2466,-195.7951
3.2V_1.20Hz,1.2000,69.5661,-88.1161
3.2V_1.20Hz,1.2000,69.5430,49.4138
3.2V_1.20Hz,1.2000,68.1360,95.8567
3.2V_1.20Hz,1.2000,66.1830,36.7022
3.2V_1.20Hz,1.2000,60.8330,-44.4984
3.2V_1.20Hz,1.2000,64.7400,-7.3988
3.2V_1.20Hz,1.2000,70.8670,-78.8583
3.2V_1.20Hz,1.2000,75.6563,177.3668
3.2V_1.20Hz,1.2000,53.7692,126.7982
3.2V_1.20Hz,1.2000,42.1215,-292.3714
3.2V_1.20Hz,1.2000,81.6260,26.2327
3.2V_1.20Hz,1.2000,62.7785,281.0393
3.2V_1.20Hz,1.2000,62.8270,39.8142
3.2V_1.20Hz,1.2000,22.8382,99.9139
3.2V_1.20Hz,1.2000,67.4470,-43.2017
3.2V_1.20Hz,1.2000,68.8595,180.8057
3.2V_1.20Hz,1.2000,33.1928,-111.0843
3.2V_1.20Hz,1.2000,65.6971,-78.7620
3.2V_1.20Hz,1.2000,79.3280,-37.3152
3.2V_1.20Hz,1.2000,73.4880,125.2019
3.2V_1.20Hz,1.2000,33.2670,0.0509
3.2V_1.20Hz,1.2000,61.6898,-44.7839
3.2V_1.20Hz,1.2000,63.9010,75.6113
3.2V_1.20Hz,1.2000,74.1090,101.2886
3.2V_1.20Hz,1.2000,34.3137,-142.2560
3.2V_1.20Hz,1.2000,71.5570,-72.4690
3.2V_1.20Hz,1.2000,67.0410,-18.0837
3.2V_1.20Hz,1.2000,62.3960,-21.0690
3.2V_1.20Hz,1.2000,64.9332,65.3536
3.2V_1.20Hz,1.2000,67.9928,82.5417
3.2V_1.20Hz,1.2000,51.9750,-245.8449
3.2V_1.20Hz,1.2000,52.5889,196.7092
3.2V_1.20Hz,1.2000,64.0294,118.9836
3.2V_1.20Hz,1.2000,39.5215,-91.2576
3.2V_1.20Hz,1.2000,62.6530,-4.6037
3.2V_1.20Hz,1.2000,58.3718,216.6742
3.2V_1.20Hz,1.2000,61.1320,206.6359
3.2V_1.20Hz,1.2000,37.5386,-59.8259
3.2V_1.20Hz,1.2000,64.5160,5.4576
3.2V_1.20Hz,1.2000,63.7030,64.8574
3.2V_1.20Hz,1.2000,75.1050,19.5027
3.2V_1.20Hz,1.2000,63.6199,142.0765
3.2V_1.20Hz,1.2000,58.2720,98.1483
3.2V_1.20Hz,1.2000,25.1690,-199.5518
3.2V_1.20Hz,1.2000,68.0470,-93.6662
3.2V_1.20Hz,1.2000,74.4918,190.8648
3.2V_1.20Hz,1.2000,55.5367,237.8228
3.2V_1.20Hz,1.2000,59.9750,38.5129
3.2V_1.20Hz,1.2000,56.3100,-13.4612
3.2V_1.20Hz,1.2000,24.1673,134.9752
3.2V_1.20Hz,1.2000,54.1783,100.2805
3.2V_1.20Hz,1.2000,55.2130,-15.5934
3.2V_1.20Hz,1.2000,30.2499,179.9811
3.2V_1.20Hz,1.2000,29.0022,208.8564
3.2V_1.21Hz,1.2100,59.6221,-133.1112
3.2V_1.21Hz,1.2100,63.7871,-89.4342
3.2V_1.21Hz,1.2100,37.9944,-355.5029
3.2V_1.21Hz,1.2100,63.4698,-154.1818
3.2V_1.21Hz,1.2100,57.6745,-193.2599
3.2V_1.21Hz,1.2100,48.0540,60.6098
3.2V_1.21Hz,1.2100,54.0538,-195.4038
3.2V_1.21Hz,1.2100,63.8726,-108.7077
3.2V_1.21Hz,1.2100,38.1787,-363.2474
3.2V_1.21Hz,1.2100,61.5110,-243.3344
3.2V_1.21Hz,1.2100,59.2462,-210.2587
3.2V_1.21Hz,1.2100,59.1422,-223.2021
3.2V_1.21Hz,1.2100,62.3455,-235.9953
3.2V_1.21Hz,1.2100,69.1190,-251.0031
3.2V_1.21Hz,1.2100,61.1776,-273.1676
3.2V_1.21Hz,1.2100,73.8870,-71.3219
3.2V_1.21Hz,1.2100,32.1902,-217.0026
3.2V_1.21Hz,1.2100,76.1773,-144.4117
3.2V_1.21Hz,1.2100,64.8400,19.1597
3.2V_1.21Hz,1.2100,60.4570,-134.6882
3.2V_1.21Hz,1.2100,25.9000,30.6258
3.2V_1.21Hz,1.2100,65.5940,-246.0771
3.2V_1.21Hz,1.2100,59.8468,-206.3522
3.2V_1.21Hz,1.2100,60.0711,-245.9988
3.2V_1.21Hz,1.2100,63.5206,-272.1064
3.2V_1.21Hz,1.2100,76.4819,-155.5245
3.2V_1.21Hz,1.2100,64.9792,-77.0761
3.2V_1.21Hz,1.2100,59.8746,-127.6125
3.2V_1.21Hz,1.2100,62.9806,-76.6903
3.2V_1.21Hz,1.2100,36.3971,-332.6048
3.2V_1.21Hz,1.2100,61.9653,-261.2964
3.2V_1.21Hz,1.2100,70.7456,-132.7142
3.2V_1.21Hz,1.2100,64.2920,-60.4162
3.2V_1.21Hz,1.2100,55.7588,-351.9920
3.2V_1.21Hz,1.2100,48.7907,-430.3468
3.2V_1.21Hz,1.2100,38.6910,32.3793
3.2V_1.21Hz,1.2100,46.0580,77.6547
3.2V_1.21Hz,1.2100,55.0952,-197.4438
3.2V_1.21Hz,1.2100,45.1005,-401.5379
